Cankuzo,Gitega,2009,0-23 months,Iron,59.38373401,4.869254483,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Cankuzo,Gitega,2009,0-23 months,Vitamin A,59.38373401,4.869254483,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Cankuzo,Gitega,2009,0-23 months,Protein,59.38373401,4.869254483,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Cankuzo,Gitega,2009,24-59 months,Iron,48.58669147,3.599014183,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Cankuzo,Gitega,2009,24-59 months,Vitamin A,48.58669147,3.599014183,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Cankuzo,Gitega,2009,24-59 months,Protein,48.58669147,3.599014183,24.34627241,60.33641424,49.75107841,48.69254483,106.9118919,11
Bujumbura,Gitega,2010,0-23 months,Iron,61.092353,2.094074693,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Bujumbura,Gitega,2010,0-23 months,Vitamin A,61.092353,2.094074693,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Bujumbura,Gitega,2010,0-23 months,Protein,61.092353,2.094074693,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Bujumbura,Gitega,2010,24-59 months,Iron,49.98465246,1.547794338,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Bujumbura,Gitega,2010,24-59 months,Vitamin A,49.98465246,1.547794338,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Bujumbura,Gitega,2010,24-59 months,Protein,49.98465246,1.547794338,29.13495225,78.30018418,29.13495225,22.76168145,104.7037347,6.9
Muha,Kayanza,2010,0-23 months,Iron,55.54697043,1.903994515,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Muha,Kayanza,2010,0-23 months,Vitamin A,55.54697043,1.903994515,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Muha,Kayanza,2010,0-23 months,Protein,55.54697043,1.903994515,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Muha,Kayanza,2010,24-59 months,Iron,45.44752126,1.407300294,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Muha,Kayanza,2010,24-59 months,Vitamin A,45.44752126,1.407300294,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Muha,Kayanza,2010,24-59 months,Protein,45.44752126,1.407300294,26.49035847,71.1928384,26.49035847,20.69559256,95.19972577,4.9
Mukaza,Ngozi,2010,0-23 months,Iron,53.68,1.84,25.6,68.8,25.6,20,92,11.4
Mukaza,Ngozi,2010,0-23 months,Vitamin A,53.68,1.84,25.6,68.8,25.6,20,92,11.4
Mukaza,Ngozi,2010,0-23 months,Protein,53.68,1.84,25.6,68.8,25.6,20,92,11.4
Mukaza,Ngozi,2010,24-59 months,Iron,43.92,1.36,25.6,68.8,25.6,20,92,11.4
Mukaza,Ngozi,2010,24-59 months,Vitamin A,43.92,1.36,25.6,68.8,25.6,20,92,11.4
Mukaza,Ngozi,2010,24-59 months,Protein,43.92,1.36,25.6,68.8,25.6,20,92,11.4
Gitega,Kirundo,2010,0-23 months,Iron,63.60383752,2.180161346,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Gitega,Kirundo,2010,0-23 months,Vitamin A,63.60383752,2.180161346,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Gitega,Kirundo,2010,0-23 months,Protein,63.60383752,2.180161346,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Gitega,Kirundo,2010,24-59 months,Iron,52.03950343,1.611423603,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Gitega,Kirundo,2010,24-59 months,Vitamin A,52.03950343,1.611423603,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Gitega,Kirundo,2010,24-59 months,Protein,52.03950343,1.611423603,30.33267959,81.51907641,30.33267959,23.69740593,109.0080673,9.9
Ngozi,Kayanza,2010,0-23 months,Iron,70.7524019,2.425194104,33.74183101,90.68117084,33.74183101,26.36080548,121.2597052,11.8
